chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
360	chr1	7924995	7925286	CpG: 31	291	31	198	21.3	68	0.92
361	chr1	7936580	7937238	CpG: 62	658	62	433	18.8	65.8	0.87
362	chr1	7943888	7944813	CpG: 91	925	91	610	19.7	65.9	0.92
363	chr1	8008141	8009441	CpG: 157	1300	157	887	24.2	68.2	1.04
364	chr1	8194583	8194789	CpG: 15	206	15	122	14.6	59.2	0.83
365	chr1	8199782	8200409	CpG: 63	627	63	411	20.1	65.6	0.94
366	chr1	8300371	8301034	CpG: 67	663	67	421	20.2	63.5	1.01
367	chr1	8306974	8307306	CpG: 24	332	24	216	14.5	65.1	0.71
368	chr1	8308482	8308755	CpG: 21	273	21	177	15.4	64.8	0.73
369	chr1	8312789	8313387	CpG: 46	598	46	399	15.4	66.7	0.71
370	chr1	8317930	8318222	CpG: 23	292	23	187	15.8	64	0.77
371	chr1	8326284	8326689	CpG: 32	405	32	264	15.8	65.2	0.75
372	chr1	8340909	8341444	CpG: 43	535	43	364	16.1	68	0.72
373	chr1	8405976	8406926	CpG: 80	950	80	585	16.8	61.6	0.9
374	chr1	8685592	8686136	CpG: 64	544	64	391	23.5	71.9	0.91
375	chr1	8799599	8799870	CpG: 22	271	22	172	16.2	63.5	0.83
376	chr1	8800185	8800679	CpG: 62	494	62	340	25.1	68.8	1.08
377	chr1	8860685	8861996	CpG: 140	1311	140	926	21.4	70.6	0.86
378	chr1	9021867	9023100	CpG: 105	1233	105	864	17	70.1	0.69
379	chr1	9054189	9054496	CpG: 32	307	32	230	20.8	74.9	0.75
380	chr1	9111090	9112330	CpG: 112	1240	112	763	18.1	61.5	0.96
381	chr1	9164754	9166414	CpG: 157	1660	157	1150	18.9	69.3	0.79
382	chr1	9181152	9181543	CpG: 38	391	38	254	19.4	65	0.93
383	chr1	9216988	9217705	CpG: 79	717	79	462	22	64.4	1.07
384	chr1	9246789	9247026	CpG: 20	237	20	161	16.9	67.9	0.73
385	chr1	9247274	9247603	CpG: 23	329	23	218	14	66.3	0.65
386	chr1	9338713	9338991	CpG: 24	278	24	178	17.3	64	0.85
387	chr1	9350094	9350321	CpG: 22	227	22	159	19.4	70	0.8
388	chr1	9411524	9411836	CpG: 33	312	33	200	21.2	64.1	1.04
389	chr1	9477966	9478239	CpG: 32	273	32	202	23.4	74	0.86
390	chr1	9521937	9523031	CpG: 144	1094	144	808	26.3	73.9	0.96
391	chr1	9571173	9572104	CpG: 97	931	97	502	20.8	53.9	1.44
392	chr1	9593204	9593455	CpG: 19	251	19	175	15.1	69.7	0.66
393	chr1	9609712	9609954	CpG: 30	242	30	186	24.8	76.9	0.85
394	chr1	9634367	9635588	CpG: 129	1221	129	862	21.1	70.6	0.86
395	chr1	9671882	9672815	CpG: 71	933	71	507	15.2	54.3	1.03
396	chr1	9698295	9698584	CpG: 26	289	26	194	18	67.1	0.81
397	chr1	9712879	9713291	CpG: 32	412	32	272	15.5	66	0.72
398	chr1	9713745	9714073	CpG: 26	328	26	206	15.9	62.8	0.8
399	chr1	9745163	9745404	CpG: 19	241	19	161	15.8	66.8	0.73
400	chr1	9805598	9807254	CpG: 159	1656	159	1027	19.2	62	1
401	chr1	9892432	9892650	CpG: 28	218	28	169	25.7	77.5	0.9
402	chr1	9893171	9893377	CpG: 21	206	21	146	20.4	70.9	0.96
403	chr1	9925752	9926172	CpG: 39	420	39	288	18.6	68.6	0.8
404	chr1	9979708	9980695	CpG: 92	987	92	550	18.6	55.7	1.2
405	chr1	10015119	10015991	CpG: 72	872	72	539	16.5	61.8	0.87
406	chr1	10192602	10193893	CpG: 160	1291	160	933	24.8	72.3	0.95
407	chr1	10308770	10308977	CpG: 18	207	18	122	17.4	58.9	1
408	chr1	10381135	10382584	CpG: 147	1449	147	982	20.3	67.8	0.88
409	chr1	10412787	10413659	CpG: 83	872	83	519	19	59.5	1.09
410	chr1	10454764	10455387	CpG: 59	623	59	380	18.9	61	1.04
411	chr1	10457505	10457759	CpG: 22	254	22	176	17.3	69.3	0.75
412	chr1	10620886	10621497	CpG: 48	611	48	418	15.7	68.4	0.67
413	chr1	10621981	10622685	CpG: 75	704	75	465	21.3	66.1	0.98
414	chr1	10624723	10624927	CpG: 19	204	19	151	18.6	74	0.78
415	chr1	10630397	10630727	CpG: 25	330	25	225	15.2	68.2	0.72
416	chr1	10636425	10636790	CpG: 30	365	30	236	16.4	64.7	0.81
417	chr1	10636988	10637295	CpG: 22	307	22	191	14.3	62.2	0.74
418	chr1	10642454	10643168	CpG: 48	714	48	470	13.4	65.8	0.63
419	chr1	10647774	10648204	CpG: 36	430	36	298	16.7	69.3	0.71
420	chr1	10676360	10676763	CpG: 42	403	42	234	20.8	58.1	1.28
421	chr1	10677813	10678108	CpG: 21	295	21	166	14.2	56.3	0.91
422	chr1	10680478	10680839	CpG: 27	361	27	240	15	66.5	0.76
423	chr1	10687036	10687512	CpG: 43	476	43	329	18.1	69.1	0.76
424	chr1	10776481	10779551	CpG: 247	3070	247	1916	16.1	62.4	0.83
425	chr1	10818482	10818704	CpG: 20	222	20	163	18	73.4	0.67
426	chr1	10871478	10871881	CpG: 44	403	44	274	21.8	68	0.96
427	chr1	10994906	10995832	CpG: 93	926	93	611	20.1	66	0.93
428	chr1	11041617	11043221	CpG: 123	1604	123	962	15.3	60	0.86
429	chr1	11081974	11082723	CpG: 77	749	77	506	20.6	67.6	0.92
430	chr1	11244845	11245623	CpG: 60	778	60	501	15.4	64.4	0.75
431	chr1	11255846	11256134	CpG: 29	288	29	208	20.1	72.2	0.77
432	chr1	11461256	11462929	CpG: 172	1673	172	1173	20.6	70.1	0.84
433	chr1	11483953	11484743	CpG: 80	790	80	518	20.3	65.6	0.95
434	chr1	11512425	11512631	CpG: 20	206	20	134	19.4	65	0.92
435	chr1	11518969	11519209	CpG: 23	240	23	156	19.2	65	0.94
436	chr1	11631354	11631864	CpG: 40	510	40	322	15.7	63.1	0.8
437	chr1	11633046	11633375	CpG: 35	329	35	236	21.3	71.7	0.83
438	chr1	11636804	11637891	CpG: 100	1087	100	669	18.4	61.5	0.99
439	chr1	11646700	11647472	CpG: 84	772	84	529	21.8	68.5	0.94
440	chr1	11663415	11664304	CpG: 95	889	95	598	21.4	67.3	0.95
441	chr1	11673288	11675238	CpG: 180	1950	180	1273	18.5	65.3	0.88
442	chr1	11702153	11702603	CpG: 34	450	34	296	15.1	65.8	0.7
443	chr1	11718562	11718850	CpG: 27	288	27	180	18.8	62.5	0.96
444	chr1	11744726	11744950	CpG: 25	224	25	158	22.3	70.5	0.9
445	chr1	11788049	11789153	CpG: 93	1104	93	772	16.8	69.9	0.7
446	chr1	11820980	11821319	CpG: 28	339	28	217	16.5	64	0.82
447	chr1	11841702	11842142	CpG: 43	440	43	306	19.5	69.5	0.81
448	chr1	11908230	11909221	CpG: 84	991	84	585	17	59	0.97
449	chr1	11917281	11917556	CpG: 35	275	35	214	25.5	77.8	0.87
450	chr1	11962700	11963380	CpG: 73	680	73	489	21.5	71.9	0.83
451	chr1	12001838	12002490	CpG: 66	652	66	444	20.2	68.1	0.88
452	chr1	12046075	12046735	CpG: 63	660	63	461	19.1	69.8	0.79
453	chr1	12149463	12150299	CpG: 90	836	90	597	21.5	71.4	0.84
454	chr1	12174172	12174572	CpG: 35	400	35	275	17.5	68.8	0.76
455	chr1	12212541	12213172	CpG: 56	631	56	388	17.7	61.5	0.94
456	chr1	12213542	12213786	CpG: 23	244	23	179	18.9	73.4	0.7
457	chr1	12522934	12523143	CpG: 18	209	18	138	17.2	66	0.79
458	chr1	12578513	12578835	CpG: 33	322	33	224	20.5	69.6	0.87
459	chr1	12599570	12601229	CpG: 133	1659	133	980	16	59.1	0.92
460	chr1	13712092	13713200	CpG: 89	1108	89	586	16.1	52.9	1.15
461	chr1	13753997	13754199	CpG: 23	202	23	143	22.8	70.8	0.92
462	chr1	13782193	13782429	CpG: 22	236	22	163	18.6	69.1	0.79
463	chr1	13782724	13783455	CpG: 59	731	59	485	16.1	66.3	0.73
464	chr1	13899068	13899787	CpG: 84	719	84	448	23.4	62.3	1.22
465	chr1	13947854	13949045	CpG: 109	1191	109	634	18.3	53.2	1.3
466	chr1	14091937	14092324	CpG: 41	387	41	273	21.2	70.5	0.86
467	chr1	14797197	14798580	CpG: 119	1383	119	871	17.2	63	0.87
468	chr1	15000170	15000456	CpG: 21	286	21	174	14.7	60.8	0.81
469	chr1	15122960	15124132	CpG: 135	1172	135	745	23	63.6	1.15
470	chr1	15247650	15248000	CpG: 31	350	31	220	17.7	62.9	0.96
471	chr1	15351806	15354058	CpG: 197	2252	197	1495	17.5	66.4	0.79
472	chr1	15413768	15414034	CpG: 20	266	20	165	15	62	0.8
473	chr1	15446207	15446540	CpG: 45	333	45	256	27	76.9	0.92
474	chr1	15608454	15609815	CpG: 133	1361	133	909	19.5	66.8	0.88
475	chr1	15723080	15723286	CpG: 23	206	23	150	22.3	72.8	0.84
476	chr1	15723693	15724168	CpG: 51	475	51	336	21.5	70.7	1.04
477	chr1	15725695	15726250	CpG: 53	555	53	368	19.1	66.3	0.87
478	chr1	15783675	15784195	CpG: 54	520	54	352	20.8	67.7	0.91
479	chr1	15802410	15802876	CpG: 44	466	44	303	18.9	65	0.89
480	chr1	15816408	15816943	CpG: 57	535	57	332	21.3	62.1	1.11
481	chr1	15883853	15884089	CpG: 21	236	21	165	17.8	69.9	0.74
482	chr1	15926203	15926562	CpG: 25	359	25	239	13.9	66.6	0.63
483	chr1	15930884	15931092	CpG: 17	208	17	147	16.3	70.7	0.67
484	chr1	15943215	15943440	CpG: 18	225	18	164	16	72.9	0.61
485	chr1	15945905	15946108	CpG: 15	203	15	140	14.8	69	0.63
486	chr1	15957734	15958449	CpG: 76	715	76	474	21.3	66.3	0.97
487	chr1	16033847	16035467	CpG: 151	1620	151	996	18.6	61.5	0.99
488	chr1	16036339	16036710	CpG: 41	371	41	248	22.1	66.8	0.99
489	chr1	16046476	16047983	CpG: 184	1507	184	999	24.4	66.3	1.12
490	chr1	16048416	16048704	CpG: 27	288	27	175	18.8	60.8	1.05
491	chr1	16133457	16133742	CpG: 22	285	22	176	15.4	61.8	0.82
492	chr1	16142487	16142846	CpG: 28	359	28	242	15.6	67.4	0.69
493	chr1	16143178	16144169	CpG: 82	991	82	678	16.5	68.4	0.71
494	chr1	16174489	16175259	CpG: 72	770	72	477	18.7	61.9	1
495	chr1	16272235	16272659	CpG: 42	424	42	262	19.8	61.8	1.04
496	chr1	16336963	16337208	CpG: 20	245	20	162	16.3	66.1	0.75
497	chr1	16347698	16347911	CpG: 20	213	20	133	18.8	62.4	0.97
498	chr1	16354071	16355369	CpG: 118	1298	118	892	18.2	68.7	0.77
499	chr1	16366648	16367092	CpG: 48	444	48	332	21.6	74.8	0.8
500	chr1	16405504	16407167	CpG: 124	1663	124	978	14.9	58.8	0.88
501	chr1	16416270	16416894	CpG: 44	624	44	421	14.1	67.5	0.65
502	chr1	16425913	16426247	CpG: 37	334	37	244	22.2	73.1	0.83
503	chr1	16436131	16436386	CpG: 37	255	37	189	29	74.1	1.06
504	chr1	16551161	16551779	CpG: 64	618	64	422	20.7	68.3	0.89
505	chr1	16566208	16566857	CpG: 56	649	56	442	17.3	68.1	0.76
506	chr1	16639585	16640390	CpG: 70	805	70	517	17.4	64.2	0.85
507	chr1	16683192	16683544	CpG: 36	352	36	259	20.5	73.6	0.76
508	chr1	16697875	16698964	CpG: 120	1089	120	737	22	67.7	0.96
509	chr1	16713371	16713615	CpG: 18	244	18	151	14.8	61.9	0.83
510	chr1	16719867	16720479	CpG: 42	612	42	384	13.7	62.7	0.7
511	chr1	16733460	16734883	CpG: 105	1423	105	847	14.8	59.5	0.84
512	chr1	16746988	16747400	CpG: 41	412	41	286	19.9	69.4	0.84
513	chr1	16812043	16813041	CpG: 103	998	103	696	20.6	69.7	0.86
514	chr1	16843442	16844079	CpG: 64	637	64	438	20.1	68.8	0.89
515	chr1	16846072	16847632	CpG: 133	1560	133	1041	17.1	66.7	0.77
516	chr1	16857364	16857640	CpG: 31	276	31	214	22.5	77.5	0.75
517	chr1	16866038	16866277	CpG: 19	239	19	150	15.9	62.8	0.86
518	chr1	16879329	16879738	CpG: 38	409	38	284	18.6	69.4	0.79
519	chr1	16891270	16893546	CpG: 231	2276	231	1564	20.3	68.7	0.86
520	chr1	16895573	16895871	CpG: 25	298	25	209	16.8	70.1	0.69
521	chr1	16898510	16900529	CpG: 181	2019	181	1379	17.9	68.3	0.77
522	chr1	16906355	16907315	CpG: 89	960	89	602	18.5	62.7	0.94
523	chr1	16924078	16924478	CpG: 38	400	38	274	19	68.5	0.83
524	chr1	16939350	16939589	CpG: 19	239	19	150	15.9	62.8	0.86
525	chr1	16947991	16948267	CpG: 30	276	30	213	21.7	77.2	0.73
526	chr1	16957998	16959561	CpG: 128	1563	128	1036	16.4	66.3	0.75
527	chr1	17058698	17059110	CpG: 41	412	41	287	19.9	69.7	0.84
528	chr1	17070148	17070436	CpG: 23	288	23	192	16	66.7	0.72
529	chr1	17071213	17072636	CpG: 103	1423	103	847	14.5	59.5	0.82
530	chr1	17088008	17088681	CpG: 51	673	51	427	15.2	63.4	0.75
531	chr1	17094814	17095053	CpG: 18	239	18	150	15.1	62.8	0.81
532	chr1	17103885	17104267	CpG: 26	382	26	243	13.6	63.6	0.76
533	chr1	17112625	17113557	CpG: 96	932	96	596	20.6	63.9	1.01
534	chr1	17154405	17154643	CpG: 22	238	22	168	18.5	70.6	0.8
535	chr1	17159877	17160271	CpG: 48	394	48	306	24.4	77.7	0.82
536	chr1	17165491	17165702	CpG: 19	211	19	155	18	73.5	0.72
537	chr1	17179138	17179950	CpG: 72	812	72	535	17.7	65.9	0.85
538	chr1	17204472	17204680	CpG: 17	208	17	136	16.3	65.4	0.77
539	chr1	17210416	17211177	CpG: 77	761	77	501	20.2	65.8	0.94
540	chr1	17253043	17253309	CpG: 31	266	31	184	23.3	69.2	0.97
541	chr1	17318238	17318675	CpG: 47	437	47	291	21.5	66.6	0.98
542	chr1	17348289	17348662	CpG: 37	373	37	253	19.8	67.8	0.86
543	chr1	17607022	17607232	CpG: 18	210	18	130	17.1	61.9	0.9
544	chr1	17618787	17619134	CpG: 30	347	30	214	17.3	61.7	0.91
545	chr1	17636659	17638398	CpG: 139	1739	139	991	16	57	0.99
546	chr1	17738450	17739217	CpG: 83	767	83	479	21.6	62.5	1.14
547	chr1	17822039	17822257	CpG: 17	218	17	146	15.6	67	0.7
548	chr1	17896068	17896379	CpG: 32	311	32	214	20.6	68.8	0.87
549	chr1	18024965	18025429	CpG: 31	464	31	291	13.4	62.7	0.68
550	chr1	18306692	18307400	CpG: 83	708	83	404	23.4	57.1	1.45
551	chr1	18308153	18308491	CpG: 29	338	29	223	17.2	66	0.79
552	chr1	18309138	18310260	CpG: 90	1122	90	748	16	66.7	0.73
553	chr1	18564461	18564668	CpG: 18	207	18	138	17.4	66.7	0.81
554	chr1	18575882	18576083	CpG: 21	201	21	133	20.9	66.2	0.95
555	chr1	18681460	18682254	CpG: 81	794	81	545	20.4	68.6	0.87
556	chr1	18829482	18832416	CpG: 205	2934	205	1669	14	56.9	0.86
557	chr1	18835429	18836068	CpG: 56	639	56	388	17.5	60.7	0.95
558	chr1	18836767	18836988	CpG: 20	221	20	162	18.1	73.3	0.69
559	chr1	18839838	18840706	CpG: 58	868	58	508	13.4	58.5	0.82
560	chr1	18842135	18843326	CpG: 98	1191	98	778	16.5	65.3	0.79
561	chr1	18844316	18844684	CpG: 30	368	30	235	16.3	63.9	0.81
562	chr1	18845463	18845891	CpG: 35	428	35	249	16.4	58.2	0.97
563	chr1	18915977	18916481	CpG: 55	504	55	350	21.8	69.4	0.91
564	chr1	18983307	18983519	CpG: 19	212	19	116	17.9	54.7	1.21
565	chr1	19053532	19054056	CpG: 44	524	44	335	16.8	63.9	0.83
566	chr1	19076461	19076821	CpG: 37	360	37	244	20.6	67.8	0.9
567	chr1	19082213	19082501	CpG: 21	288	21	187	14.6	64.9	0.69
568	chr1	19101415	19102221	CpG: 67	806	67	488	16.6	60.5	0.91
569	chr1	19154535	19156470	CpG: 199	1935	199	1285	20.6	66.4	0.94
570	chr1	19408738	19409633	CpG: 83	895	83	544	18.5	60.8	1.01
571	chr1	19450471	19451158	CpG: 74	687	74	471	21.5	68.6	0.92
572	chr1	19472836	19473529	CpG: 72	693	72	484	20.8	69.8	0.85
573	chr1	19487585	19488247	CpG: 73	662	73	464	22.1	70.1	0.9
574	chr1	19510794	19511896	CpG: 129	1102	129	817	23.4	74.1	0.86
575	chr1	19537597	19537863	CpG: 25	266	25	179	18.8	67.3	0.84
576	chr1	19684290	19685231	CpG: 96	941	96	621	20.4	66	0.94
577	chr1	19795928	19796589	CpG: 54	661	54	417	16.3	63.1	0.85
578	chr1	19842842	19844510	CpG: 153	1668	153	952	18.3	57.1	1.12
579	chr1	19863733	19865375	CpG: 160	1642	160	1135	19.5	69.1	0.84
580	chr1	19878097	19878452	CpG: 33	355	33	254	18.6	71.5	0.75
581	chr1	19998616	19999367	CpG: 63	751	63	475	16.8	63.2	0.84
582	chr1	20081394	20082049	CpG: 89	655	89	482	27.2	73.6	1.01
583	chr1	20384947	20385384	CpG: 36	437	36	293	16.5	67	0.73
584	chr1	20442042	20442404	CpG: 34	362	34	251	18.8	69.3	0.81
585	chr1	20542153	20542605	CpG: 46	452	46	329	20.4	72.8	0.78
586	chr1	20565169	20566121	CpG: 110	952	110	664	23.1	69.7	0.98
587	chr1	20683049	20686098	CpG: 245	3049	245	1710	16.1	56.1	1.02
588	chr1	20707003	20707470	CpG: 43	467	43	317	18.4	67.9	0.8
589	chr1	20751481	20753179	CpG: 188	1698	188	1148	22.1	67.6	0.98
590	chr1	20832632	20833138	CpG: 57	506	57	357	22.5	70.6	0.94
591	chr1	20860103	20860825	CpG: 61	722	61	478	16.9	66.2	0.77
592	chr1	20895526	20895776	CpG: 19	250	19	178	15.2	71.2	0.61
593	chr1	20903595	20903956	CpG: 34	361	34	235	18.8	65.1	0.89
594	chr1	20916419	20917358	CpG: 109	939	109	643	23.2	68.5	0.99
595	chr1	20930593	20931953	CpG: 115	1360	115	851	16.9	62.6	0.86
596	chr1	20985295	20986708	CpG: 156	1413	156	863	22.1	61.1	1.18
597	chr1	21375702	21376423	CpG: 77	721	77	485	21.4	67.3	0.95
598	chr1	21424161	21424518	CpG: 32	357	32	227	17.9	63.6	0.89
599	chr1	21488967	21489688	CpG: 68	721	68	433	18.9	60.1	1.05
600	chr1	21543947	21544906	CpG: 111	959	111	696	23.1	72.6	0.88
601	chr1	21627384	21628582	CpG: 121	1198	121	783	20.2	65.4	0.95
602	chr1	21635657	21636003	CpG: 34	346	34	255	19.7	73.7	0.73
603	chr1	21638859	21639811	CpG: 84	952	84	605	17.6	63.6	0.9
604	chr1	21659032	21659300	CpG: 23	268	23	184	17.2	68.7	0.73
605	chr1	21708135	21708931	CpG: 77	796	77	517	19.3	64.9	0.92
606	chr1	21802766	21802967	CpG: 20	201	20	139	19.9	69.2	0.84
607	chr1	21821261	21821850	CpG: 49	589	49	330	16.6	56	1.08
608	chr1	21850688	21851351	CpG: 60	663	60	357	18.1	53.8	1.28
609	chr1	21858290	21858689	CpG: 50	399	50	289	25.1	72.4	0.99
610	chr1	21867650	21868501	CpG: 74	851	74	616	17.4	72.4	0.68
611	chr1	21868748	21868996	CpG: 24	248	24	179	19.4	72.2	0.74
612	chr1	21981716	21982848	CpG: 112	1132	112	732	19.8	64.7	0.96
613	chr1	22013478	22013994	CpG: 49	516	49	351	19	68	0.82
614	chr1	22022270	22022484	CpG: 19	214	19	135	17.8	63.1	0.96
615	chr1	22027887	22028152	CpG: 22	265	22	182	16.6	68.7	0.7
616	chr1	22063936	22064179	CpG: 23	243	23	173	18.9	71.2	0.76
617	chr1	22083579	22083905	CpG: 25	326	25	225	15.3	69	0.64
618	chr1	22086489	22086706	CpG: 16	217	16	144	14.7	66.4	0.69
619	chr1	22224504	22224781	CpG: 22	277	22	174	15.9	62.8	0.83
620	chr1	22251596	22252616	CpG: 103	1020	103	666	20.2	65.3	0.95
621	chr1	22319107	22319530	CpG: 35	423	35	278	16.5	65.7	0.77
622	chr1	22328610	22328812	CpG: 17	202	17	136	16.8	67.3	0.76
623	chr1	22341499	22342839	CpG: 122	1340	122	769	18.2	57.4	1.12
624	chr1	22484801	22485005	CpG: 19	204	19	147	18.6	72.1	0.72
625	chr1	22541225	22541449	CpG: 17	224	17	145	15.2	64.7	0.73
626	chr1	22650823	22651404	CpG: 62	581	62	399	21.3	68.7	0.91
627	chr1	22762182	22762683	CpG: 71	501	71	373	28.3	74.5	1.04
628	chr1	22775389	22776000	CpG: 47	611	47	393	15.4	64.3	0.75
629	chr1	22792360	22792794	CpG: 32	434	32	296	14.7	68.2	0.63
630	chr1	22799732	22800129	CpG: 30	397	30	270	15.1	68	0.65
631	chr1	22846637	22846890	CpG: 19	253	19	158	15	62.5	0.77
632	chr1	22876003	22876418	CpG: 33	415	33	290	15.9	69.9	0.65
633	chr1	22909410	22910949	CpG: 113	1539	113	790	14.7	51.3	1.12
634	chr1	22983491	22984154	CpG: 46	663	46	397	13.9	59.9	0.77
635	chr1	23152140	23153156	CpG: 129	1016	129	748	25.4	73.6	0.94
636	chr1	23218401	23219264	CpG: 101	863	101	589	23.4	68.3	1.01
637	chr1	23376646	23377220	CpG: 54	574	54	373	18.8	65	0.89
638	chr1	23415964	23416824	CpG: 83	860	83	514	19.3	59.8	1.1
639	chr1	23542832	23543950	CpG: 130	1118	130	808	23.3	72.3	0.89
640	chr1	23567277	23568637	CpG: 99	1360	99	840	14.6	61.8	0.76
641	chr1	23623095	23624250	CpG: 101	1155	101	793	17.5	68.7	0.74
642	chr1	23635741	23636558	CpG: 56	817	56	553	13.7	67.7	0.6
643	chr1	23682564	23683280	CpG: 72	716	72	498	20.1	69.6	0.83
644	chr1	23729620	23730676	CpG: 107	1056	107	721	20.3	68.3	0.87
645	chr1	23753604	23754342	CpG: 70	738	70	504	19	68.3	0.85
646	chr1	23757429	23757674	CpG: 23	245	23	169	18.8	69	0.79
647	chr1	23758269	23758799	CpG: 49	530	49	339	18.5	64	0.91
648	chr1	23767227	23767651	CpG: 49	424	49	307	23.1	72.4	0.89
649	chr1	23818528	23818882	CpG: 38	354	38	243	21.5	68.6	0.92
650	chr1	23890942	23891154	CpG: 17	212	17	135	16	63.7	0.79
651	chr1	23942282	23943202	CpG: 131	920	131	704	28.5	76.5	0.98
652	chr1	23977089	23977850	CpG: 82	761	82	448	21.6	58.9	1.24
653	chr1	23990069	23990411	CpG: 35	342	35	237	20.5	69.3	0.89
654	chr1	23999386	24000136	CpG: 79	750	79	536	21.1	71.5	0.83
655	chr1	24066841	24067577	CpG: 84	736	84	521	22.8	70.8	0.91
656	chr1	24101702	24102124	CpG: 47	422	47	261	22.3	61.8	1.18
657	chr1	24158372	24159288	CpG: 97	916	97	623	21.2	68	0.92
658	chr1	24178950	24179604	CpG: 82	654	82	464	25.1	70.9	1
659	chr1	24386127	24387064	CpG: 74	937	74	559	15.8	59.7	0.89
660	chr1	24520791	24521572	CpG: 73	781	73	531	18.7	68	0.81
661	chr1	24612444	24612849	CpG: 37	405	37	279	18.3	68.9	0.78
662	chr1	24615258	24615626	CpG: 24	368	24	201	13	54.6	0.93
663	chr1	24701452	24702465	CpG: 108	1013	108	661	21.3	65.3	1
664	chr1	24734289	24734507	CpG: 19	218	19	141	17.4	64.7	0.84
665	chr1	24841614	24842783	CpG: 130	1169	130	789	22.2	67.5	0.98
666	chr1	24943939	24945173	CpG: 133	1234	133	834	21.6	67.6	0.94
667	chr1	25047147	25047954	CpG: 86	807	86	579	21.3	71.7	0.83
668	chr1	25101083	25101719	CpG: 47	636	47	439	14.8	69	0.64
669	chr1	25107015	25107394	CpG: 44	379	44	210	23.2	55.4	1.6
670	chr1	25128114	25131592	CpG: 311	3478	311	2135	17.9	61.4	0.95
671	chr1	25431150	25431765	CpG: 45	615	45	380	14.6	61.8	0.79
672	chr1	25439046	25439298	CpG: 24	252	24	164	19	65.1	0.91
673	chr1	25445553	25447108	CpG: 166	1555	166	1022	21.4	65.7	0.99
674	chr1	25465864	25466265	CpG: 36	401	36	252	18	62.8	0.92
675	chr1	25466544	25467074	CpG: 49	530	49	345	18.5	65.1	0.89
676	chr1	25536193	25536594	CpG: 37	401	37	253	18.5	63.1	0.94
677	chr1	25536873	25537985	CpG: 102	1112	102	746	18.3	67.1	0.82
678	chr1	25629057	25630702	CpG: 149	1645	149	971	18.1	59	1.04
679	chr1	25742480	25743629	CpG: 116	1149	116	810	20.2	70.5	0.82
680	chr1	25815248	25815778	CpG: 62	530	62	402	23.4	75.8	0.82
681	chr1	25816686	25817359	CpG: 59	673	59	460	17.5	68.4	0.77
682	chr1	25970491	25970694	CpG: 16	203	16	135	15.8	66.5	0.71
683	chr1	26018709	26019962	CpG: 121	1253	121	817	19.3	65.2	0.92
684	chr1	26058059	26058943	CpG: 76	884	76	531	17.2	60.1	1.01
685	chr1	26074309	26075103	CpG: 86	794	86	572	21.7	72	0.84
686	chr1	26104537	26106211	CpG: 157	1674	157	1195	18.8	71.4	0.75
687	chr1	26121792	26122200	CpG: 47	408	47	294	23	72.1	0.89
688	chr1	26197136	26197521	CpG: 33	385	33	218	17.1	56.6	1.09
689	chr1	26234180	26234559	CpG: 32	379	32	260	16.9	68.6	0.72
690	chr1	26244868	26245900	CpG: 111	1032	111	733	21.5	71	0.86
691	chr1	26309906	26311504	CpG: 173	1598	173	1144	21.7	71.6	0.84
692	chr1	26360394	26361193	CpG: 82	799	82	520	20.5	65.1	0.97
693	chr1	26363109	26363602	CpG: 51	493	51	325	20.7	65.9	0.96
694	chr1	26368766	26369411	CpG: 74	645	74	465	22.9	72.1	0.89
695	chr1	26424104	26424781	CpG: 50	677	50	447	14.8	66	0.68
696	chr1	26433036	26433615	CpG: 64	579	64	390	22.1	67.4	0.98
697	chr1	26478949	26479500	CpG: 67	551	67	399	24.3	72.4	0.93
698	chr1	26505423	26505903	CpG: 40	480	40	311	16.7	64.8	0.79
699	chr1	26535125	26536053	CpG: 65	928	65	560	14	60.3	0.77
700	chr1	26545032	26545237	CpG: 15	205	15	142	14.6	69.3	0.61
701	chr1	26559103	26559868	CpG: 66	765	66	532	17.3	69.5	0.72
702	chr1	26609833	26610735	CpG: 72	902	72	595	16	66	0.74
703	chr1	26631079	26631443	CpG: 36	364	36	252	19.8	69.2	0.84
704	chr1	26670953	26672429	CpG: 161	1476	161	1010	21.8	68.4	0.94
705	chr1	26699263	26700061	CpG: 80	798	80	579	20.1	72.6	0.78
706	chr1	26728778	26729271	CpG: 50	493	50	299	20.3	60.6	1.1
707	chr1	26819431	26820663	CpG: 110	1232	110	782	17.9	63.5	0.89
708	chr1	26894420	26896688	CpG: 214	2268	214	1393	18.9	61.4	1
709	chr1	26986677	26987279	CpG: 60	602	60	420	19.9	69.8	0.83
710	chr1	27016327	27016540	CpG: 35	213	35	167	32.9	78.4	1.07
711	chr1	27025620	27025830	CpG: 22	210	22	115	21	54.8	1.41
712	chr1	27062499	27062715	CpG: 17	216	17	142	15.7	65.7	0.76
713	chr1	27063653	27064498	CpG: 74	845	74	565	17.5	66.9	0.79
714	chr1	27088748	27089632	CpG: 93	884	93	576	21	65.2	0.99
715	chr1	27099079	27099596	CpG: 45	517	45	319	17.4	61.7	0.92
716	chr1	27120635	27121206	CpG: 71	571	71	404	24.9	70.8	1
717	chr1	27158652	27159688	CpG: 96	1036	96	748	18.5	72.2	0.73
718	chr1	27192714	27193733	CpG: 97	1019	97	587	19	57.6	1.16
